stable_identity,defining_plugin,local_formid,runtime_formid,winning_plugin,editor_id,display_name,race,creature_type,sex,model,voice_type,template,placed_references,leveled_references,dialogue_references,total_references,deleted,initially_disabled,classification,classification_reason,profile_id
FalloutNV.esm|0002D4C7,FalloutNV.esm,0002D4C7,0002D4C7,Fallout3.esm,CG04RadroachAmbushA,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,,CrRadroachDC [CREA:0601CF7C],0,0,0,7,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|0002D6F7,FalloutNV.esm,0002D6F7,0002D6F7,TaleOfTwoWastelands.esm,robcoRoach,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadroachDC [CREA:0601CF7C],0,0,0,34,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|0002ED8C,FalloutNV.esm,0002ED8C,0002ED8C,Fallout3.esm,LvlSupermutantMinigunPotomacGuard01,,,,unknown,,,EncSuperMutantMinigunDC [LVLC:06092C53],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0002ED94,FalloutNV.esm,0002ED94,0002ED94,Fallout3.esm,LvlSupermutantMissileGuardPotomac01,,,,unknown,,,EncSuperMutantMissileDC [LVLC:06092C50],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0002F005,FalloutNV.esm,0002F005,0002F005,FalloutNV.esm,DemoAnt2,Giant Ant,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrAnt1Worker [CREA:0001CF81],0,0,0,1,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|0002F582,FalloutNV.esm,0002F582,0002F582,TaleOfTwoWastelands.esm,RHSProtectron,Dean Dewey,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,11,12,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00030522,FalloutNV.esm,00030522,00030522,TaleOfTwoWastelands.esm,NukaColaProtectron,Nuka-Cola Security,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,0,18,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000306CC,FalloutNV.esm,000306CC,000306CC,TaleOfTwoWastelands.esm,CG02Radroach,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadroachDC [CREA:0601CF7C],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|000307C2,FalloutNV.esm,000307C2,000307C2,FalloutNV.esm,FFER59Robot,,,,unknown,,,EncRobot [LVLC:000235A0],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00030D89,FalloutNV.esm,00030D89,00030D89,TaleOfTwoWastelands.esm,adamsMorganRoach,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadroachDC [CREA:0601CF7C],0,0,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|00031189,FalloutNV.esm,00031189,00031189,Fallout3.esm,GermHQSuperMutantJailer,,,,unknown,,,EncSuperMutantGunDC [LVLC:0602359F],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003118D,FalloutNV.esm,0003118D,0003118D,TaleOfTwoWastelands.esm,FFEnclaveCampTurret,Mark VI Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],CrTurret03Enclave [CREA:00086470],0,0,0,12,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00031E29,FalloutNV.esm,00031E29,00031E29,Fallout3.esm,FFEU02DeathClaw,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClaw [CREA:0001CF9A],0,0,3,21,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|0003210D,FalloutNV.esm,0003210D,0003210D,Fallout3.esm,FFEU04DeathClaw,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClaw [CREA:0001CF9A],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|00032909,FalloutNV.esm,00032909,00032909,TaleOfTwoWastelands.esm,ShalebridgeBlackAnt,Mutated Forager Ant,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrAnt1Worker [CREA:0001CF81],0,0,0,29,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,specialized_ant
FalloutNV.esm|00032D2A,FalloutNV.esm,00032D2A,00032D2A,FalloutNV.esm,FFER02Ant,Giant Soldier Ant,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrAnt2Soldier [CREA:0001CF80],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,giant_soldier_ant
FalloutNV.esm|00032D2B,FalloutNV.esm,00032D2B,00032D2B,Fallout3.esm,FFER01Radscorpion,Giant Radscorpion,,,unknown,Creatures\Radscorpion\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadscorpion2LargeDC [CREA:0601CF9E],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,giant_radscorpion
FalloutNV.esm|00032D2C,FalloutNV.esm,00032D2C,00032D2C,TaleOfTwoWastelands.esm,FFER04Radroach,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadroachDC [CREA:0601CF7C],0,0,0,4,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|0003308A,FalloutNV.esm,0003308A,0003308A,Fallout3.esm,FFER53DeathClaw,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClaw [CREA:0001CF9A],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|00033581,FalloutNV.esm,00033581,00033581,Fallout3.esm,FFDCworld11ServantBot,Mister Handy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandyDC [VTYP:06019FDC],CrMisterHandyDC [CREA:0602977A],0,0,14,15,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|0003358A,FalloutNV.esm,0003358A,0003358A,TaleOfTwoWastelands.esm,DeadMuffy,Muffy,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDog [CREA:0001CF9C],0,0,0,1,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|00033B70,FalloutNV.esm,00033B70,00033B70,Fallout3.esm,WastelandCraterScorpion,Radscorpion,,,unknown,Creatures\Radscorpion\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadscorpion1SmallDC [CREA:0601CF9D],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radscorpion
FalloutNV.esm|00034777,FalloutNV.esm,00034777,00034777,FalloutNV.esm,ShalebridgeFFAntInvader,Invader Ant,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrAnt1Worker [CREA:0001CF81],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,specialized_ant
FalloutNV.esm|00034785,FalloutNV.esm,00034785,00034785,TaleOfTwoWastelands.esm,ShalebridgeAntQueen,Giant Ant Queen,,,unknown,Creatures\QueenAnt\skeleton.nif,,CrAnt3QueenDC [CREA:0601CF7F],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,giant_ant_queen
FalloutNV.esm|00036F87,FalloutNV.esm,00036F87,00036F87,Fallout3.esm,FFER54Robot2,Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,1,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00036F89,FalloutNV.esm,00036F89,00036F89,Fallout3.esm,FFER54Robot1,Mister Handy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandyDC [VTYP:06019FDC],CrMisterHandyDC [CREA:0602977A],0,0,1,5,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00037B41,FalloutNV.esm,00037B41,00037B41,TaleOfTwoWastelands.esm,MS05NukaColaMireLurk1,Nukalurk,,,unknown,Creatures\Mirelurk\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMirelurk1 [CREA:0001CF83],0,2,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nukalurk
FalloutNV.esm|000381DF,FalloutNV.esm,000381DF,000381DF,FalloutNV.esm,FFER07Dog,Vicious Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDogVicious [CREA:0001CFA3],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,vicious_dog
FalloutNV.esm|0003831C,FalloutNV.esm,0003831C,0003831C,FalloutNV.esm,FFER61Dog,Vicious Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDogVicious [CREA:0001CFA3],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,vicious_dog
FalloutNV.esm|000391AE,FalloutNV.esm,000391AE,000391AE,FalloutNV.esm,genericMilitaryMrGutsy,Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsy [VTYP:00019FDD],CrMisterGutsy [CREA:00021EBD],0,0,12,17,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000393EC,FalloutNV.esm,000393EC,000393EC,FalloutNV.esm,MS04CrAnt1Worker,Fire Ant Worker,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrAnt1Worker [CREA:0001CF81],0,2,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,fire_ant_worker
FalloutNV.esm|000393ED,FalloutNV.esm,000393ED,000393ED,FalloutNV.esm,MS04CrAnt2Soldier,Fire Ant Soldier,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrAnt2Soldier [CREA:0001CF80],0,2,0,4,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,fire_ant_soldier
FalloutNV.esm|0003995B,FalloutNV.esm,0003995B,0003995B,TaleOfTwoWastelands.esm,genericOfficeProtectron,Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,17,23,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00039AF9,FalloutNV.esm,00039AF9,00039AF9,TaleOfTwoWastelands.esm,genericUtilityProtectron,Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,16,20,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|0003A147,FalloutNV.esm,0003A147,0003A147,TaleOfTwoWastelands.esm,CrSuperMutant1MeleeA,Super Mutant,,,unknown,Creatures\SMSpineBreaker\Skeleton.nif,CreatureLowIntSM [VTYP:0014377C],,0,2,0,20,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|0003A148,FalloutNV.esm,0003A148,0003A148,TaleOfTwoWastelands.esm,CrSuperMutant2MeleeA,Super Mutant Brute,,,unknown,Creatures\SMSpineBreaker\Skeleton.nif,CreatureLowIntSM [VTYP:0014377C],,0,2,0,11,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|0003A149,FalloutNV.esm,0003A149,0003A149,TaleOfTwoWastelands.esm,CrSuperMutant3MissileLauncherA,Super Mutant Master,,,unknown,Creatures\SMSpineBreaker\Skeleton.nif,CreatureLowIntSM [VTYP:0014377C],,0,6,0,9,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|0003A588,FalloutNV.esm,0003A588,0003A588,Fallout3.esm,FFER08Prey,,,,unknown,,,FFEEncHunterPrey [LVLC:0003A589],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003A6F8,FalloutNV.esm,0003A6F8,0003A6F8,FalloutNV.esm,LvlAnt,,,,unknown,,,EncAnt [LVLC:00021EBC],0,0,0,3,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003A6FA,FalloutNV.esm,0003A6FA,0003A6FA,FalloutNV.esm,LvlFeralGhoul,,,,unknown,,,EncFeralGhoul [LVLC:000235A7],0,0,0,24,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003A6FB,FalloutNV.esm,0003A6FB,0003A6FB,FalloutNV.esm,LvlMirelurk,,,,unknown,,,EncMirelurk [LVLC:000235A2],0,0,0,157,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003A6FC,FalloutNV.esm,0003A6FC,0003A6FC,FalloutNV.esm,LvlRadscorpion,,,,unknown,,,EncRadScorpion [LVLC:0002359D],0,0,0,13,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003A6FD,FalloutNV.esm,0003A6FD,0003A6FD,FalloutNV.esm,LvlSupermutantGun,,,,unknown,,,EncSuperMutantGun [LVLC:0002359F],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003A6FE,FalloutNV.esm,0003A6FE,0003A6FE,FalloutNV.esm,LvlSupermutantMelee,,,,unknown,,,EncSuperMutantMelee [LVLC:0003A14A],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003AEF7,FalloutNV.esm,0003AEF7,0003AEF7,FalloutNV.esm,AudioTemplateRadRoach,AudioTemplateRadRoach,,,unknown,,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,16,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|0003CAC5,FalloutNV.esm,0003CAC5,0003CAC5,Fallout3.esm,RHSSuperMutantGrenadier,,,,unknown,,,VarSupermutant2MeleeDC [LVLC:06094ED2],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0003D34E,FalloutNV.esm,0003D34E,0003D34E,TaleOfTwoWastelands.esm,MQ08Fawkes,Fawkes,,,unknown,Creatures\SMSpineBreakerDC\Skeleton.nif,CreatureSuperMutantDC [VTYP:06019FD9],,0,0,307,320,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|0003D807,FalloutNV.esm,0003D807,0003D807,Fallout3.esm,MisterKellerGlowingOne,Glowing One,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],CrFeralGhoulGlowingOneDC [CREA:0601CF7B],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|0003E632,FalloutNV.esm,0003E632,0003E632,TaleOfTwoWastelands.esm,AudioTemplateDog,AudioTemplateDog,,,unknown,,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,174,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|0003FB04,FalloutNV.esm,0003FB04,0003FB04,TaleOfTwoWastelands.esm,AudioTemplateYaoGuai,AudioTemplateYaoGuai,,,unknown,,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,29,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|0003FC72,FalloutNV.esm,0003FC72,0003FC72,FalloutNV.esm,FFER67EnclaveDeathclaw,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClawEnclave [CREA:0001CF72],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|000406AA,FalloutNV.esm,000406AA,000406AA,Fallout3.esm,FFER10Robot,,,,unknown,marker_creature.nif,,LvlRobotArmy [CREA:000A5C70],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00040C4A,FalloutNV.esm,00040C4A,00040C4A,Fallout3.esm,FFER62Eyebot,Enclave Eyebot,,,unknown,Creatures\Eyebot\Skeleton.nif,,CrEyebotEnclave [CREA:0001CF73],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00040EF9,FalloutNV.esm,00040EF9,00040EF9,Fallout3.esm,FFER63Prey,,,,unknown,,,FFEEncHunterPrey [LVLC:0003A589],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|00042883,FalloutNV.esm,00042883,00042883,Fallout3.esm,LDLOBEBossLvlRobot,,,,unknown,,,NtlGuardDepotEncRobot [LVLC:00094883],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00042884,FalloutNV.esm,00042884,00042884,Fallout3.esm,LDLOBE03GuardLvlRobot,,,,unknown,,,NtlGuardDepotEncRobot [LVLC:00094883],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00043EC0,FalloutNV.esm,00043EC0,00043EC0,Fallout3.esm,LDMuseumTechBossLvlSupermutantGun,,,,unknown,,,EncSuperMutantGunDC [LVLC:0602359F],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|00047E87,FalloutNV.esm,00047E87,00047E87,Fallout3.esm,OasisKingSniper,Mirelurk King,,,unknown,Creatures\MirelurkKing\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMirelurk3King [CREA:0007C6EF],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mirelurk_king
FalloutNV.esm|00047E8B,FalloutNV.esm,00047E8B,00047E8B,Fallout3.esm,OasisMirelurkAmbusher,Mirelurk,,,unknown,Creatures\Mirelurk\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMirelurk1 [CREA:0001CF83],0,0,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mirelurk
FalloutNV.esm|00047FAA,FalloutNV.esm,00047FAA,00047FAA,FalloutNV.esm,LvlTurret1024raider,,,,unknown,,,EncTurret [LVLC:0007D40F],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|00049436,FalloutNV.esm,00049436,00049436,Fallout3.esm,LDMallLvlSupermutantGunPatrolWeaponDrawn,,,,unknown,,,EncSuperMutantGunDC [LVLC:0602359F],0,0,0,9,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0004B03D,FalloutNV.esm,0004B03D,0004B03D,Fallout3.esm,LDGermHQSuperMutant,,,,unknown,,,EncSuperMutantGunDC [LVLC:0602359F],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0004BAF4,FalloutNV.esm,0004BAF4,0004BAF4,Fallout3.esm,LDCrSuperMutantBehemothCapitolBuilding,Super Mutant Behemoth,,,unknown,Creatures\SMBehemoth\Skeleton.nif,CreatureSupMutBehemoth [VTYP:00022429],CrSuperMutantBehemoth [CREA:0001CF95],0,0,0,3,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|0004C67D,FalloutNV.esm,0004C67D,0004C67D,TaleOfTwoWastelands.esm,FEVSubject,Failed FEV Subject,,,unknown,Creatures\FailedFEVSubject\FailedFEVSubject.NIF,CreatureSuperMutantDC [VTYP:06019FD9],,0,0,0,4,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|0004D036,FalloutNV.esm,0004D036,0004D036,TaleOfTwoWastelands.esm,AudioTemplateRobotMrHandy,AudioTemplateRobotMrHandy,,,unknown,,,,0,0,0,155,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|0004E13D,FalloutNV.esm,0004E13D,0004E13D,Fallout3.esm,FFER68Centaur,,,,unknown,marker_creature.nif,,LvlSupermutantMeleeCentaurDC [CREA:06058771],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0004E5EB,FalloutNV.esm,0004E5EB,0004E5EB,TaleOfTwoWastelands.esm,RadscorpionHunter,,,,unknown,,,EncSuperMutantMeleeDC [LVLC:0603A14A],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|0004E5FD,FalloutNV.esm,0004E5FD,0004E5FD,TaleOfTwoWastelands.esm,RadscorpionHunterPrey,Mole Rat,,,unknown,Creatures\MoleRat\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMoleRat [CREA:0001CF9F],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mole_rat
FalloutNV.esm|0004EE09,FalloutNV.esm,0004EE09,0004EE09,Fallout3.esm,FFER65EnclaveDeathclaw,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClawEnclave [CREA:0001CF72],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|0004F793,FalloutNV.esm,0004F793,0004F793,TaleOfTwoWastelands.esm,FFER66UncleLeo,Uncle Leo,,,unknown,Creatures\SMSpineBreakerDC\Skeleton.nif,CreatureSuperMutantDC [VTYP:06019FD9],CrSuperMutant3MeleeADC [CREA:06092C4E],0,0,50,54,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|00051DCE,FalloutNV.esm,00051DCE,00051DCE,Fallout3.esm,FFSuperMutantPrisoner,,,,unknown,,,EncSuperMutantMeleeDC [LVLC:0603A14A],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000522DB,FalloutNV.esm,000522DB,000522DB,TaleOfTwoWastelands.esm,CG04Radroach,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadroachDC [CREA:0601CF7C],0,0,0,22,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|00053389,FalloutNV.esm,00053389,00053389,Fallout3.esm,RaiderMoleRatRace01,Mole Rat,,,unknown,Creatures\MoleRat\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMoleRat [CREA:0001CF9F],0,0,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mole_rat
