npc_name,worldknowledge_tags
pumpkin,person:pumpkin
quartermaster,"person:quartermaster,race:human"
quinn,"community:underworld,domain:survival,domain:trade,person:quinn,place:underworld,race:ghoul,region:capital_wasteland,role:survivalist"
rachael__rachael,"person:rachael,race:human"
raider__fo3_category_fallout_3_human_characters,"domain:explosives,person:raider,race:human,region:capital_wasteland,role:raider"
raider_boss_bethesda_ruins,"domain:military,person:raider_boss_bethesda_ruins,race:human,role:leader,role:military,role:raider"
raider_fighter__dlc01arenacombatant03b,"community:the_pitt,person:raider_fighter,place:the_pitt,race:human,region:capital_wasteland,role:raider"
raider_fighter__dlc01arenacombatant03c,"community:the_pitt,person:raider_fighter,place:the_pitt,race:human,region:capital_wasteland,role:raider"
raider_leader_bethesda_ruins,"person:raider_leader_bethesda_ruins,race:human,role:leader,role:raider"
raider_leader_springvale_school,"community:vault_101,person:raider_leader_springvale_school,place:vault_101,race:human,region:capital_wasteland,role:caravaner,role:leader,role:raider"
raider_miniboss_springvale_school,"person:raider_miniboss_springvale_school,race:human,region:capital_wasteland,role:raider"
ralph__ralph,"community:canterbury_commons,person:ralph,place:canterbury_commons,race:human,region:capital_wasteland"
ramsey,"community:paradise_falls,person:ramsey,place:paradise_falls,race:human,region:capital_wasteland,role:leader"
recon_craft_theta_pilot,"community:mothership_zeta,domain:technology,domain:xenotechnology,person:recon_craft_theta_pilot,place:mothership_zeta,region:capital_wasteland"
red,"community:big_town,domain:medicine,person:red,place:big_town,race:human,region:capital_wasteland,role:doctor,role:leader,role:medic"
reddup,"community:the_pitt,person:reddup,place:the_pitt,region:capital_wasteland,role:raider"
regulator,"domain:firearms,person:regulator,race:human,region:capital_wasteland,role:hunter"
reilly,"community:underworld,domain:firearms,domain:survival,faction:reillys_rangers,person:reilly,place:underworld,race:human,region:capital_wasteland,role:leader,role:survivalist"
richter,"community:paradise_falls,person:richter,place:paradise_falls,race:human,region:capital_wasteland,role:soldier"
rip_smithy,"community:point_lookout,domain:firearms,person:rip_smithy,place:point_lookout,race:human,region:capital_wasteland,role:hunter"
rivet_city_security,"community:rivet_city,person:rivet_city_security,place:rivet_city,race:human,region:capital_wasteland,role:caravaner"
roach_king,"domain:firearms,person:roach_king,race:human,region:capital_wasteland"
robert,"domain:firearms,domain:survival,person:robert,race:human,role:soldier,role:survivalist"
rock_crick_hunter,"domain:survival,person:rock_crick_hunter,race:human,region:capital_wasteland,role:hunter,role:survivalist"
rocksalt,"person:rocksalt,race:human,role:leader,role:raider"
roger_rockwell,"person:roger_rockwell,race:human"
ronald_laren,"domain:survival,person:ronald_laren,race:human,region:capital_wasteland,role:soldier,role:survivalist"
rory_maclaren,"community:paradise_falls,domain:survival,person:rory_maclaren,place:paradise_falls,race:human,region:capital_wasteland,role:survivalist"
rosa,"community:megaton,domain:survival,person:rosa,place:megaton,race:human,region:capital_wasteland,role:survivalist"
rosie,"domain:survival,person:rosie,race:human,role:leader,role:survivalist"
roy_phillips,"community:tenpenny_tower,domain:firearms,domain:survival,person:roy_phillips,place:tenpenny_tower,race:ghoul,region:capital_wasteland,role:leader,role:survivalist"
ruzka,"community:point_lookout,domain:survival,person:ruzka,place:point_lookout,region:capital_wasteland,role:survivalist"
ryan_brigg,"person:ryan_brigg,race:human,region:capital_wasteland,role:leader,role:raider"
sally,"community:mothership_zeta,domain:technology,domain:xenotechnology,person:sally,place:mothership_zeta,race:human,region:capital_wasteland"
sam_warrick,"domain:survival,person:sam_warrick,race:human,region:capital_wasteland,role:hunter,role:raider,role:survivalist"
sammy,"community:little_lamplight,person:sammy,place:little_lamplight,race:human,region:capital_wasteland"
samuel,"person:samuel,race:ghoul"
sanders,"community:tenpenny_tower,person:sanders,place:tenpenny_tower,race:ghoul,region:capital_wasteland,role:leader"
sandra,"community:the_pitt,person:sandra,place:the_pitt,race:human,region:capital_wasteland,role:researcher,role:scientist"
sapling_yew,"person:sapling_yew,race:human,role:leader"
sawbones,"domain:medicine,faction:brotherhood_of_steel,person:sawbones,role:medic"
scavenger,"community:rivet_city,domain:survival,domain:trade,person:scavenger,place:rivet_city,race:human,region:capital_wasteland,role:merchant,role:survivalist"
scientist,"person:scientist,race:human,region:capital_wasteland,role:researcher,role:scientist"
scribe__fo3_category_fallout_3_human_characters,"domain:engineering,domain:technology,faction:brotherhood_of_steel,person:scribe,race:human,region:capital_wasteland,role:engineer,role:scientist"
scribe_bigsley,"community:rivet_city,person:scribe_bigsley,place:rivet_city,race:human,region:capital_wasteland"
scribe_bowditch,"domain:engineering,domain:history,person:scribe_bowditch,race:human,role:engineer"
scribe_jameson,"domain:history,person:scribe_jameson,race:human"
scribe_peabody,"domain:engineering,person:scribe_peabody,race:human,role:engineer,role:researcher"
scribe_rothchild,"domain:engineering,domain:robotics,faction:brotherhood_of_steel,person:scribe_rothchild,race:human,region:capital_wasteland,role:engineer,role:scientist"
scribe_vallincourt,"domain:engineering,domain:technology,person:scribe_vallincourt,race:human,role:engineer"
scribe_yearling,"person:scribe_yearling,race:human"
seagrave_holmes,"community:rivet_city,person:seagrave_holmes,place:rivet_city,race:human,region:capital_wasteland,role:merchant"
secretary,"person:secretary,race:human,region:capital_wasteland"
security_chief_hannon__vault101security01,"community:vault_101,person:security_chief_hannon,place:vault_101,race:human,region:capital_wasteland"
security_chief_hannon__vault101security01_801,"community:vault_101,person:security_chief_hannon,place:vault_101,region:capital_wasteland"
security_guard,"community:tenpenny_tower,person:security_guard,place:tenpenny_tower,race:human,region:capital_wasteland,role:soldier"
sentinel_lyons,"faction:brotherhood_of_steel,person:sentinel_lyons,region:mojave"
sergeant_daniels,"community:mothership_zeta,domain:medicine,domain:military,person:sergeant_daniels,place:mothership_zeta,race:human,region:capital_wasteland,role:leader,role:medic,role:military"
sergeant_montgomery,"domain:firearms,domain:survival,person:sergeant_montgomery,race:human,role:leader,role:survivalist"
sergeant_rl-3,"domain:military,domain:robotics,person:sergeant_rl_3,race:robot,role:military,role:soldier"
seth,"person:seth,race:human"
shakes,"community:tenpenny_tower,domain:robotics,person:shakes,place:tenpenny_tower,race:robot,region:capital_wasteland,role:merchant"
shawna,"domain:survival,person:shawna,race:human,role:survivalist"
shorty,"community:big_town,domain:survival,person:shorty,place:big_town,race:human,region:capital_wasteland,role:survivalist"
shrapnel,"community:rivet_city,domain:trade,person:shrapnel,place:rivet_city,race:human,region:capital_wasteland,role:merchant,role:raider"
sid,"domain:survival,person:sid,race:human,role:survivalist"
sierra_petrovita,"domain:history,person:sierra_petrovita,race:human,region:capital_wasteland"
silas,"person:silas,race:human"
silver,"community:megaton,domain:survival,domain:trade,person:silver,place:megaton,race:human,region:capital_wasteland,role:survivalist"
simone_cameron,"domain:survival,person:simone_cameron,race:human,role:soldier,role:survivalist"
sister,"community:paradise_falls,domain:trade,person:sister,place:paradise_falls,race:human,region:capital_wasteland"
slave__fo3_category_fallout_3_human_characters,"community:paradise_falls,domain:medicine,domain:survival,domain:trade,person:slave,place:paradise_falls,race:human,region:capital_wasteland,role:medic,role:survivalist"
slaver,"community:paradise_falls,domain:explosives,domain:trade,person:slaver,place:paradise_falls,race:human,region:capital_wasteland"
smiling_jack,"domain:firearms,person:smiling_jack,race:human,role:merchant"
snowflake,"community:rivet_city,person:snowflake,place:rivet_city,race:ghoul,region:capital_wasteland"
somah,"community:paradise_falls,domain:technology,person:somah,place:paradise_falls,race:human,region:capital_wasteland"
sonora_cruz,"community:canterbury_commons,person:sonora_cruz,place:canterbury_commons,race:human,region:capital_wasteland,role:leader"
southern_shack_raider,"domain:survival,person:southern_shack_raider,race:human,role:raider,role:survivalist"
sparky,person:sparky
specialist_olin,"domain:technology,faction:brotherhood_outcasts,person:specialist_olin,race:human,region:capital_wasteland"
split_jack,"person:split_jack,race:human,region:capital_wasteland,role:leader"
spook,"person:spook,race:human,role:soldier"
squill,"community:the_pitt,domain:survival,person:squill,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:survivalist"
squire_maxson,"domain:history,faction:brotherhood_of_steel,person:squire_maxson,race:human,region:capital_wasteland"
squirrel,"community:little_lamplight,person:squirrel,place:little_lamplight,race:human,region:capital_wasteland"
stacey__fo3_category_fallout_3_human_characters,"community:little_lamplight,person:stacey,place:little_lamplight,region:capital_wasteland,role:soldier"
stanislaus_braun,"domain:engineering,domain:technology,domain:vault_tec,person:stanislaus_braun,race:human,role:engineer,role:leader"
stanley_armstrong__cg02stanley,"community:vault_101,person:stanley_armstrong,place:vault_101,race:human,region:capital_wasteland"
stanley_armstrong__cg03stanley,"community:vault_101,person:stanley_armstrong,place:vault_101,race:human,region:capital_wasteland"
stanley_armstrong__cg04stanley,"community:vault_101,person:stanley_armstrong,place:vault_101,race:human,region:capital_wasteland"
stanley_armstrong__stanley,"community:vault_101,person:stanley_armstrong,place:vault_101,race:human,region:capital_wasteland"
star_paladin_cross,"community:megaton,faction:brotherhood_of_steel,person:star_paladin_cross,place:megaton,race:human,region:capital_wasteland,role:leader"
stefan,"person:stefan,role:soldier"
steve_armstrong,"community:vault_101,person:steve_armstrong,place:vault_101,region:capital_wasteland"
sticky,"community:little_lamplight,domain:survival,domain:trade,person:sticky,place:little_lamplight,race:human,region:capital_wasteland,role:survivalist"
stiggs,"domain:engineering,domain:robotics,domain:survival,domain:technology,person:stiggs,race:human,role:engineer,role:survivalist"
stockholm,"community:megaton,person:stockholm,place:megaton,race:human,region:capital_wasteland"
sun_of_atom,"domain:survival,person:sun_of_atom,role:survivalist"
survivor,"domain:survival,person:survivor,race:human,role:scientist,role:survivalist"
susan_lancaster,"community:paradise_falls,person:susan_lancaster,place:paradise_falls,race:human,region:capital_wasteland"
susie_mack__cg03susiemack,"community:vault_101,domain:politics,person:susie_mack,place:vault_101,region:capital_wasteland"
susie_mack__susiemack,"community:vault_101,person:susie_mack,place:vault_101,race:human,region:capital_wasteland"
sydney,"domain:firearms,person:sydney,race:human,region:capital_wasteland,role:gunsmith,role:hunter"
sydney+s_father,"domain:firearms,person:sydney_s_father,race:human,region:capital_wasteland,role:gunsmith"
talon_company_boss,"faction:talon_company,person:talon_company_boss,race:human,region:capital_wasteland,role:leader"
talon_company_merc,"domain:survival,faction:talon_company,person:talon_company_merc,race:human,region:capital_wasteland,role:survivalist"
tammy_hargrave,"community:rivet_city,person:tammy_hargrave,place:rivet_city,race:human,region:capital_wasteland"
tara,"domain:survival,person:tara,race:human,role:survivalist"
tara_fields,"domain:military,person:tara_fields,race:human,role:military"
ted__awmted,"person:ted,race:human,region:capital_wasteland,role:hunter"
ted_strayer,"community:rivet_city,domain:survival,person:ted_strayer,place:rivet_city,race:human,region:capital_wasteland,role:survivalist"
tenpenny_resident,"community:tenpenny_tower,domain:trade,person:tenpenny_resident,place:tenpenny_tower,race:human,region:capital_wasteland"
the_antagonizer,"community:canterbury_commons,person:the_antagonizer,place:canterbury_commons,region:capital_wasteland"
the_mechanist,"community:canterbury_commons,domain:engineering,domain:robotics,person:the_mechanist,place:canterbury_commons,race:robot,region:capital_wasteland,role:engineer"
the_overseer__cg02overseer,"community:vault_101,domain:politics,person:the_overseer,place:vault_101,race:human,region:capital_wasteland,role:leader"
the_overseer__cg04overseer,"community:vault_101,domain:politics,person:the_overseer,place:vault_101,race:human,region:capital_wasteland,role:leader"
the_overseer__overseer,"community:vault_101,domain:politics,person:the_overseer,place:vault_101,race:human,region:capital_wasteland,role:leader"
the_preacher,"domain:explosives,person:the_preacher,race:human"
the_surgeon,"domain:biology,domain:medicine,person:the_surgeon,race:human,role:medic,role:scientist"
theo,"faction:reillys_rangers,person:theo,race:human"
thompson,"domain:explosives,domain:survival,faction:talon_company,person:thompson,race:human,region:capital_wasteland,role:survivalist"
three_dog,"domain:survival,person:three_dog,region:capital_wasteland,role:survivalist"
tiffany_cheng,"community:tenpenny_tower,person:tiffany_cheng,place:tenpenny_tower,race:human,region:capital_wasteland"
timebomb,"community:big_town,person:timebomb,place:big_town,race:human,region:capital_wasteland"
timmy_neusbaum,"person:timmy_neusbaum,race:human"
tinker_joe,"community:megaton,domain:robotics,domain:trade,person:tinker_joe,place:megaton,race:human,region:capital_wasteland,role:merchant"
tobar_the_ferryman,"community:point_lookout,person:tobar_the_ferryman,place:point_lookout,race:human,region:capital_wasteland,role:tribal"
tom_holden,"community:vault_101,person:tom_holden,place:vault_101,race:human,region:capital_wasteland,role:vault_dweller"
torcher,"person:torcher,race:human,role:leader,role:raider"
toshiro_kago,"community:mothership_zeta,person:toshiro_kago,place:mothership_zeta,region:capital_wasteland"
tree_father_birch,"person:tree_father_birch,race:human,role:leader"
trigger,"person:trigger,race:human,region:capital_wasteland"
trinnie,"community:little_lamplight,person:trinnie,place:little_lamplight,race:human,region:capital_wasteland"
trouble_man,"person:trouble_man,race:human,role:raider,role:soldier"
tuck_johnson,"person:tuck_johnson,race:human"
tulip,"community:underworld,domain:history,domain:trade,person:tulip,place:underworld,race:ghoul,region:capital_wasteland,role:merchant"
twigbag,"community:point_lookout,domain:survival,person:twigbag,place:point_lookout,race:human,region:capital_wasteland,role:survivalist"
uncle_leo,"domain:survival,person:uncle_leo,race:super_mutant,region:capital_wasteland,role:survivalist"
uncle_roe,"community:canterbury_commons,person:uncle_roe,place:canterbury_commons,race:human,region:capital_wasteland,role:caravaner,role:leader,role:merchant"
vance,"community:rivet_city,person:vance,place:rivet_city,race:human,region:capital_wasteland,role:leader"
vault-tec_representative,"domain:vault_tec,person:vault_tec_representative,race:human"
vera_weatherly,"community:rivet_city,person:vera_weatherly,place:rivet_city,race:human,region:capital_wasteland"
victoria_watts,"community:rivet_city,domain:survival,person:victoria_watts,place:rivet_city,region:capital_wasteland,role:soldier,role:survivalist"
vikia,"community:the_pitt,person:vikia,place:the_pitt,race:human,region:capital_wasteland,role:raider"
wadsworth,"community:megaton,domain:robotics,person:wadsworth,place:megaton,race:robot,region:capital_wasteland"
wally_mack__cg02wallymack,"community:vault_101,domain:firearms,faction:tunnel_snakes,person:wally_mack,place:vault_101,race:ghoul,region:capital_wasteland,role:leader"
wally_mack__cg03wallymack,"community:vault_101,faction:tunnel_snakes,person:wally_mack,place:vault_101,region:capital_wasteland,role:leader"
wally_mack__wallymack,"community:vault_101,faction:tunnel_snakes,person:wally_mack,place:vault_101,race:human,region:capital_wasteland,role:leader"
walter,"community:megaton,person:walter,place:megaton,race:human,region:capital_wasteland"
wanderer_character,"domain:survival,person:wanderer_character,race:human,region:capital_wasteland,role:raider,role:survivalist"
wasteland_captive,"domain:survival,domain:trade,person:wasteland_captive,race:human,region:capital_wasteland,role:survivalist"
wasteland_doctor,"domain:medicine,domain:survival,person:wasteland_doctor,race:human,region:capital_wasteland,role:medic,role:survivalist"
wasteland_junkie,"domain:survival,domain:trade,person:wasteland_junkie,race:human,region:capital_wasteland,role:merchant,role:survivalist"
wasteland_merchant_character,"community:megaton,domain:survival,domain:trade,person:wasteland_merchant_character,place:megaton,race:human,region:capital_wasteland,role:merchant,role:survivalist"
wasteland_recluse,"domain:survival,person:wasteland_recluse,race:human,region:capital_wasteland,role:survivalist"
wastelander__satcom01madscientist,"person:wastelander,race:ghoul,region:capital_wasteland,role:researcher"
water_caravan_drivers,"community:rivet_city,domain:survival,person:water_caravan_drivers,place:rivet_city,race:human,region:capital_wasteland,role:caravaner,role:survivalist"
wernher,"community:the_pitt,person:wernher,place:the_pitt,race:human,region:capital_wasteland,role:raider"
wild_bill,"community:the_pitt,domain:firearms,person:wild_bill,place:the_pitt,race:human,region:capital_wasteland"
william_brandice,"community:megaton,domain:firearms,domain:medicine,domain:survival,person:william_brandice,place:megaton,race:human,region:capital_wasteland,role:doctor,role:medic,role:survivalist"
willow,"community:underworld,domain:survival,person:willow,place:underworld,race:ghoul,region:capital_wasteland,role:survivalist"
willy,"community:tenpenny_tower,domain:survival,person:willy,place:tenpenny_tower,race:human,region:capital_wasteland,role:caravaner,role:survivalist"
winger_gervais,"person:winger_gervais,race:human"
winger_mercier,"domain:survival,person:winger_mercier,race:human,role:survivalist"
wint,"community:underworld,domain:survival,person:wint,place:underworld,race:ghoul,region:capital_wasteland,role:survivalist"
winthrop,"community:underworld,domain:robotics,domain:technology,person:winthrop,place:underworld,race:ghoul,region:capital_wasteland"
woodrose,"community:point_lookout,domain:survival,person:woodrose,place:point_lookout,race:human,region:capital_wasteland,role:survivalist"
ymir,"community:paradise_falls,person:ymir,place:paradise_falls,race:human,region:capital_wasteland"
zip,"community:little_lamplight,person:zip,place:little_lamplight,race:human,region:capital_wasteland"
